s_m,x_m,y_m,heading_rad,curvature_1_m,left_width_m,right_width_m,left_x_m,left_y_m,right_x_m,right_y_m,elevation_m,grade
19,18.767558572831213,-2.5627792297506549,-0.27142857142857141,-0.014285714285714285,6,6,20.376206450502458,3.2175539791278602,17.158910695159967,-8.34311243862917,0,0
19.5,19.248770148660018,-2.6985524095948179,-0.27857142857142858,-0.014285714285714285,6,6,20.898664732830877,3.0701430981541975,17.598875564489159,-8.4672479173438333,0,0
20,19.728999648554698,-2.8377593221657862,-0.2857142857142857,-0.014285714285714285,6,6,21.420056761287956,2.9190041645057176,18.03794253582144,-8.59452280883729,0,0
20.5,20.208222571114337,-2.9803928651002511,-0.29285714285714287,-0.014285714285714285,6,6,21.940355934352709,2.7641448893197271,18.476089207875965,-8.7249306195202294,0,0
21,20.686414466293769,-3.1264457612075813,-0.29999999999999999,-0.014285714285714285,6,6,22.459535706261807,2.6055731735460546,18.913293226325731,-8.8584646959612172,0,0
21.5,21.163550936651063,-3.2759105588410709,-0.30714285714285711,-0.014285714285714285,6,6,22.977569588364013,2.4432971075439802,19.349532284938114,-8.9951182252261219,0,0
22,21.639607638592246,-3.4287796322781849,-0.31428571428571428,-0.014285714285714285,6,6,23.494431150471581,2.2773249706693992,19.784784126712911,-9.1348842352257691,0,0
22.5,22.114560283613351,-3.585045182109543,-0.3214285714285714,-0.014285714285714285,6,6,24.010094022208779,2.1076652308524961,20.219026545017922,-9.2777555950715822,0,0
23,22.588384639539591,-3.744699235636916,-0.32857142857142857,-0.014285714285714285,6,6,24.524531894357271,1.9343265441656341,20.652237384721911,-9.4237250154394658,0,0
23.5,23.061056531761718,-3.9077336472799575,-0.33571428571428569,-0.014285714285714285,6,6,25.037718520198435,1.7573177543817604,21.084394543325001,-9.5727850489416753,0,0
24,23.532551844469392,-4.0741400989918057,-0.34285714285714286,-0.014285714285714285,6,6,25.549627716852484,1.5766478925231824,21.5154759720863,-9.7249280905067934,0,0
24.5,24.002846521881594,-4.2439101006834781,-0.34999999999999998,-0.014285714285714285,6,6,26.060233366614302,1.3923261764007953,21.945459677148886,-9.8801463777677512,0,0
25,24.471916569473944,-4.4170349906570143,-0.35714285714285715,-0.014285714285714285,6,6,26.569509418285996,1.2043620101438131,22.374323720661891,-10.038431991457841,0,0
25.5,24.939738055202906,-4.5935059360474186,-0.36428571428571427,-0.014285714285714285,6,6,27.077429888506011,1.0127649837199455,22.802046221899801,-10.199776855814783,0,0
26,25.406287110726815,-4.7733139332733199,-0.37142857142857144,-0.014285714285714285,6,6,27.583968863074826,0.81754487244610985,23.228605358378804,-10.36417273899275,0,0
26.5,25.871539932623627,-4.9564498084963002,-0.37857142857142856,-0.014285714285714285,6,6,28.08910049827708,0.61871163648973115,23.653979366970173,-10.531611253482332,0,0
27,26.335472783605404,-5.1429042180889848,-0.38571428571428568,-0.014285714285714285,6,6,28.592799022200154,0.41627542036053078,24.078146545010654,-10.702083856538501,0,0
27.5,26.798061993729362,-5.3326676491117491,-0.39285714285714285,-0.014285714285714285,6,6,29.095038736049023,0.2102465523929582,24.501085251409702,-10.875581850616456,0,0
28,27.259283961605533,-5.5257304197980428,-0.39999999999999997,-0.014285714285714285,6,6,29.595794015457436,0.00063554421926781401,24.92277390775363,-11.052096383815353,0,0
28.5,27.719115155600917,-5.7220826800483868,-0.40714285714285714,-0.014285714285714285,6,6,30.095039311795283,-0.21254690976682,25.343190999406552,-11.231618450329954,0,0
29,28.177532115040052,-5.9217144119329088,-0.41428571428571426,-0.014285714285714285,6,6,30.592749153472056,-0.42928993295572959,25.762315076608047,-11.414138890910088,0,0
29.5,28.634511451402005,-6.1246154302024802,-0.42142857142857143,-0.014285714285714285,6,6,31.088898147236463,-0.64958246707697853,26.180124755567547,-11.599648393327982,0,0
30,29.090029849513641,-6.33077538280833,-0.42857142857142855,-0.014285714285714285,6,6,31.583460979471955,-0.8734132727633297,26.596598719555328,-11.78813749285333,0,0
30.5,29.544064068739171,-6.5401837514302645,-0.43571428571428572,-0.014285714285714285,6,6,32.076412417488243,-1.1007709301242872,27.0117157199901,-11.979596572736241,0,0
31,29.996590944165906,-6.7528298520132655,-0.44285714285714284,-0.014285714285714285,6,6,32.567727310808699,-1.3316438393286882,27.425454577523112,-12.174015864697843,0,0
31.5,30.447587387786118,-6.9687028353126177,-0.45000000000000001,-0.014285714285714285,6,6,33.057380592453498,-1.5660202211965564,27.837794183118739,-12.371385449428679,0,0
32,30.897030389674999,-7.187791687447417,-0.45714285714285713,-0.014285714285714285,6,6,33.545347280218571,-1.8038881178000528,28.248713499131426,-12.571695257094781,0,0
32.5,31.344897019164648,-7.4100852304625411,-0.46428571428571425,-0.014285714285714285,6,6,34.031602477950187,-2.0452353930736162,28.658191560379105,-12.774935067851466,0,0
33,31.791164426013982,-7.6355721228989131,-0.47142857142857142,-0.014285714285714285,6,6,34.516121376815178,-2.2900497334331056,29.066207475212785,-12.98109451236472,0,0
33.5,32.23580984157455,-7.8642408603721536,-0.47857142857142854,-0.014285714285714285,6,6,34.998879256566653,-2.5383186484040525,29.472740426582448,-13.190163072340255,0,0
34,32.678810579952227,-8.0960797761595469,-0.48571428571428571,-0.014285714285714285,6,6,35.479851486805273,-2.7900294712589364,29.877769673099181,-13.402130081060157,0,0
34.5,33.120144039164607,-8.3310770417952771,-0.49285714285714283,-0.014285714285714285,6,6,35.959013528235857,-3.0451693596634435,30.281274550093354,-13.616984723927111,0,0
35,33.559787702294209,-8.5692206676739069,-0.5,-0.014285714285714285,6,6,36.436340933919425,-3.3037252963316703,30.683234470668992,-13.834716039016143,0,0
35.5,33.997719138637265,-8.8104985036621084,-0.50714285714285712,-0.014285714285714285,6,6,36.911809350520457,-3.565684089690289,31.08362892675407,-14.055312917633927,0,0
36,34.433916004848136,-9.0548982397185274,-0.51428571428571423,-0.014285714285714285,6,6,37.385394519549408,-3.831032374551544,31.482437490146868,-14.278764104885511,0,0
36.5,34.868356046079299,-9.3024074065219207,-0.52142857142857146,-0.014285714285714285,6,6,37.857072278600384,-4.0997566127952281,31.879639813558217,-14.505058200248612,0,0
37,35.301017097116762,-9.5530133761072378,-0.52857142857142858,-0.014285714285714285,6,6,38.326818562583917,-4.3718430940592867,32.275215631649608,-14.734183658155189,0,0
37.5,35.731877083510952,-9.8067033625099977,-0.5357142857142857,-0.014285714285714285,6,6,38.794609404954748,-4.6472779364394263,32.669144762067155,-14.966128788580569,0,0
38,36.160914022702968,-10.063464422418576,-0.54285714285714282,-0.014285714285714285,6,6,39.260420938934651,-4.9260470871973112,33.061407106471286,-15.200881757639841,0,0
38.5,36.588106025146139,-10.323283455834595,-0.54999999999999993,-0.014285714285714285,6,6,39.724229398730095,-5.2081363234775599,33.451982651562183,-15.438430588191629,0,0
39,37.013431295422791,-10.586147206741282,-0.55714285714285716,-0.014285714285714285,6,6,40.186011120744745,-5.4935312530333924,33.840851470100837,-15.678763160449172,0,0
39.5,37.436868133356299,-10.852042263779795,-0.56428571428571428,-0.014285714285714285,6,6,40.645742544786842,-5.7822173149609206,34.227993721925756,-15.92186721259867,0,0
40,37.858394935118206,-11.120955060933468,-0.5714285714285714,-0.014285714285714285,6,6,41.103400215271193,-6.0741797804420514,34.613389654965218,-16.167730341424885,0,0
40.5,38.277990194330485,-11.392871878219966,-0.57857142857142851,-0.014285714285714285,6,6,41.558960782415951,-6.3694037534959627,34.997019606245019,-16.416340002943969,0,0
41,38.695632503162756,-11.66777884239128,-0.58571428571428574,-0.014285714285714285,6,6,42.012401003433851,-6.6678741717391041,35.37886400289166,-16.667683513043457,0,0
41.5,39.111300553424563,-11.945661927641519,-0.59285714285714286,-0.014285714285714285,6,6,42.4636977437181,-6.9695758071536487,35.758903363131026,-16.921748048129388,0,0
42,39.524973137652481,-12.226506956322517,-0.59999999999999998,-0.014285714285714285,6,6,42.91282797802269,-7.2744932668644466,36.137118297282271,-17.178520645780587,0,0
42.5,39.936629150192147,-12.510299599667221,-0.6071428571428571,-0.014285714285714285,6,6,43.359768791637187,-7.5826109939244111,36.513489508747107,-17.437988205410029,0,0
43,40.346247588275091,-12.79702537852069,-0.61428571428571421,-0.014285714285714285,6,6,43.804497381555812,-7.8939132681081778,36.887997794994369,-17.700137488933201,0,0
43.5,40.753807553090262,-13.086669664078846,-0.62142857142857144,-0.014285714285714285,6,6,44.246991057640855,-8.2083842067141752,37.260624048539668,-17.964955121443516,0,0
44,41.15928825085031,-13.379217678634857,-0.62857142857142856,-0.014285714285714285,6,6,44.687227243780335,-8.5260077653749882,37.631349257920284,-18.232427591894727,0,0
44.5,41.56266899385249,-13.67465449633306,-0.63571428571428568,-0.014285714285714285,6,6,45.125183479039848,-8.8467677388758936,38.000154508665133,-18.502541253790227,0,0
45,41.96392920153415,-13.972965043930534,-0.64285714285714279,-0.014285714285714285,6,6,45.560837418808504,-9.1706477619817228,38.367020984259796,-18.775282325879346,0,0
45.5,42.363048401522768,-14.274134101566091,-0.65000000000000002,-0.014285714285714285,6,6,45.994166835939005,-9.4976313102717551,38.731929967106531,-19.050636892860425,0,0
46,42.760006230680432,-14.5781463035368,-0.65714285714285714,-0.014285714285714285,6,6,46.425149621881609,-9.8277017009828107,39.094862839479255,-19.328590906090788,0,0
46.5,43.15478243614276,-14.884986139081988,-0.66428571428571426,-0.014285714285714285,6,6,46.853763787812142,-10.160842093860444,39.455801084473379,-19.609130184303531,0,0
47,43.547356876352275,-15.194637953174562,-0.67142857142857137,-0.014285714285714285,6,6,47.279987465753898,-10.497035492018096,39.814726286950652,-19.892240414331027,0,0
47.5,43.937709522085967,-15.50708594731975,-0.6785714285714286,-0.014285714285714285,6,6,47.703798909693333,-10.8362647428043,40.171620134478601,-20.1779071518352,0,0
48,44.325820457477171,-15.822314180361142,-0.68571428571428572,-0.014285714285714285,6,6,48.125176496689498,-11.178512538677811,40.526464418264844,-20.466115822044472,0,0
48.5,44.711669881031774,-16.140306569293987,-0.69285714285714284,-0.014285714285714285,6,6,48.544098727977357,-11.523761418090615,40.879241034086192,-20.756851720497359,0,0
49,45.095238106638369,-16.461046890085807,-0.69999999999999996,-0.014285714285714285,6,6,48.960544230064514,-11.871993766378877,41.229931983212225,-21.05010001379274,0,0
49.5,45.476505564572754,-16.78451877850409,-0.70714285714285707,-0.014285714285714285,6,6,49.37449175582185,-12.223191816661583,41.578519373323658,-21.345845740346597,0,0
50,45.855452802496302,-17.110705730951235,-0.7142857142857143,-0.014285714285714285,6,6,49.785920185567413,-12.577337650747054,41.924985419425191,-21.644073811155415,0,0
50.5,46.232060486448461,-17.439591105306537,-0.72142857142857142,-0.014285714285714285,6,6,50.194808528144044,-12.934413200047096,42.269312444752877,-21.944769010565977,0,0
51,46.606309401833173,-17.771158121775311,-0.72857142857142854,-0.014285714285714285,6,6,50.601135921990299,-13.29440024649891,42.611482881676046,-22.247915997051713,0,0
51.5,46.978180454399208,-18.105389863744957,-0.73571428571428565,-0.014285714285714285,6,6,51.004881636204857,-13.657280423494525,42.951479272593559,-22.553499303995391,0,0
52,47.347654671214357,-18.442269278648094,-0.74285714285714288,-0.014285714285714285,6,6,51.406025071604155,-14.023035216817931,43.28928427082456,-22.861503340478258,0,0
52.5,47.714713201633401,-18.781779178832537,-0.75,-0.014285714285714285,6,6,51.804545761773404,-14.391645965589611,43.624880641493398,-23.171912392075463,0,0
53,48.079337318259924,-19.123902242438255,-0.75714285714285712,-0.014285714285714285,6,6,52.200423374110777,-14.763093863218677,43.958251262409071,-23.484710621657833,0,0
53.5,48.441508417901773,-19.468621014281116,-0.76428571428571423,-0.014285714285714285,6,6,52.593637710864783,-15.137359958362355,44.289379124938762,-23.799882070199878,0,0
54,48.801208022520179,-19.815917906743454,-0.77142857142857135,-0.014285714285714285,6,6,52.984168710164766,-15.514425155892893,44.618247334875591,-24.117410657594014,0,0
54.5,49.158417780172535,-20.165775200671401,-0.77857142857142858,-0.014285714285714285,6,6,53.371996447044467,-15.894270217871806,44.944839113300603,-24.437280183470996,0,0
55,49.513119465948677,-20.518175046278923,-0.7857142857142857,-0.014285714285714285,6,6,53.757101134458566,-16.276875764531404,45.269137797438788,-24.759474328026442,0,0
55.5,49.865294982900771,-20.873099464058477,-0.79285714285714282,-0.014285714285714285,6,6,54.139463124292263,-16.662222275263488,45.591126841509279,-25.083976652853465,0,0
56,50.214926362966587,-21.230530345698416,-0.79999999999999993,-0.014285714285714285,6,6,54.519062908363722,-17.050290089615423,45.910789817569452,-25.410770601781408,0,0
56.5,50.561995767886273,-21.590449455006809,-0.80714285714285716,-0.014285714285714285,6,6,54.895881119419386,-17.441059408293107,46.228110416353161,-25.73983950172051,0,0
57,50.906485490112381,-21.952838428841844,-0.81428571428571428,-0.014285714285714285,6,6,55.269898532122014,-17.834510294171146,46.543072448102748,-26.071166563512541,0,0
57.5,51.248377953713437,-22.317678778048784,-0.8214285714285714,-0.014285714285714285,6,6,55.641096064031728,-18.230622673310108,46.855659843395145,-26.404734882787459,0,0
58,51.587655715270529,-22.684951888403244,-0.82857142857142851,-0.014285714285714285,6,6,56.009454776579432,-18.629376335980666,47.165856653961626,-26.740527440825822,0,0
58.5,51.924301464767417,-23.054639021560899,-0.83571428571428574,-0.014285714285714285,6,6,56.374955876033198,-19.030750937694691,47.473647053501637,-27.078527105427106,0,0
59,52.258298026473547,-23.426721316013502,-0.84285714285714286,-0.014285714285714285,6,6,56.737580714456996,-19.434726000243231,47.779015338490098,-27.418716631783774,0,0
59.5,52.589628359820495,-23.801179788051247,-0.84999999999999998,-0.014285714285714285,6,6,57.097310790662249,-19.841280912741354,48.08194592897874,-27.76107866336114,0,0
60,52.918275560271269,-24.177995332731268,-0.8571428571428571,-0.014285714285714285,6,6,57.45412775115166,-20.250394932679662,48.382423369390878,-28.105595732782874,0,0
60.5,53.244222860182852,-24.557148724852425,-0.86428571428571421,-0.014285714285714285,6,6,57.808013391055667,-20.662047186982633,48.680432329310037,-28.452250262722217,0,0
61,53.567453629661699,-24.938620619936142,-0.87142857142857144,-0.014285714285714285,6,6,58.158949655061271,-21.076216673073525,48.975957604262128,-28.801024566798759,0,0
61.5,53.887951377412101,-25.322391555213368,-0.87857142857142856,-0.014285714285714285,6,6,58.50691863833314,-21.492882259945944,49.268984116491062,-29.151900850480793,0,0
62,54.205699751577683,-25.708441950617598,-0.88571428571428568,-0.014285714285714285,6,6,58.851902587427197,-21.912022689241962,49.559496915728168,-29.504861211993234,0,0
62.5,54.520682540575642,-26.096752109783829,-0.89285714285714279,-0.014285714285714285,6,6,59.193883901196408,-22.333616576336727,49.847481179954876,-29.85988764323093,0,0
63,54.832883673923838,-26.487302221053493,-0.90000000000000002,-0.014285714285714285,6,6,59.532845131688738,-22.757642411429508,50.132922216158939,-30.216962030677479,0,0
63.5,55.142287223060741,-26.880072358485201,-0.90714285714285714,-0.014285714285714285,6,6,59.868768985037377,-23.184078560641076,50.415805461084105,-30.576066156329325,0,0
64,55.448877402158104,-27.275042482871442,-0.91428571428571426,-0.014285714285714285,6,6,60.201638322343086,-23.612903267117566,50.696116481973121,-30.937181698625317,0,0
64.5,55.752638568926358,-27.672192442760934,-0.92142857142857137,-0.014285714285714285,6,6,60.531436160548616,-24.044094652140444,50.9738409773041,-31.300290233381425,0,0
65,56.053555225412687,-28.071501975486768,-0.92857142857142849,-0.014285714285714285,6,6,60.858145673305202,-24.477630716242778,51.248964777520172,-31.665373234730758,0,0
65.5,56.351612018791734,-28.47295070820023,-0.93571428571428572,-0.014285714285714285,6,6,61.181750191831028,-24.91348934033168,51.521473845752439,-32.03241207606878,0,0
66,56.64679374214888,-28.876518158910194,-0.94285714285714284,-0.014285714285714285,6,6,61.502233205761641,-25.351648286816783,51.791354278536119,-32.401388031003606,0,0
66.5,56.939085335256166,-29.28218373752815,-0.94999999999999996,-0.014285714285714285,6,6,61.819578363992406,-25.79208520074485,52.058592306519927,-32.772282274311451,0,0
67,57.228471885340603,-29.689926746918701,-0.95714285714285707,-0.014285714285714285,6,6,62.133769475512658,-26.234777610940302,52.323174295168549,-33.145075882897096,0,0
67.5,57.514938627845076,-30.099726383955534,-0.9642857142857143,-0.014285714285714285,6,6,62.444790510231797,-26.679702931151724,52.585086745458355,-33.519749836759345,0,0
68,57.798470947181592,-30.511561740582785,-0.97142857142857142,-0.014285714285714285,6,6,62.752625599797156,-27.126838461204166,52.844316294566028,-33.896285019961404,0,0
68.5,58.079054377476993,-30.925411804881804,-0.97857142857142854,-0.014285714285714285,6,6,63.057259038403593,-27.576161388157388,53.100849716550393,-34.274662221606221,0,0
69,58.356674603311006,-31.341255462143163,-0.98571428571428565,-0.014285714285714285,6,6,63.358675283594806,-28.027648787469719,53.354673923027207,-34.654862136816604,0,0
69.5,58.631317460446624,-31.75907149594395,-0.99285714285714277,-0.014285714285714285,6,6,63.656858957056336,-28.481277624167717,53.605775963836912,-35.036865367720182,0,0
70,58.90296893655276,-32.178838589230217,-1,-0.014285714285714285,6,6,63.951794845400137,-28.93702475402138,53.854143027705383,-35.420652424439055,0,0
70.5,59.171615171919129,-32.600535325404586,-1.0071428571428571,-0.014285714285714285,6,6,64.243467900940772,-29.39486692472498,54.099762442897486,-35.806203726084192,0,0
71,59.437242460163446,-33.024140189418929,-1.0142857142857142,-0.014285714285714285,6,6,64.531863242463174,-29.854780777083409,54.342621677863725,-36.193499601754453,0,0
71.5,59.699837248930649,-33.449631568872078,-1.0214285714285714,-0.014285714285714285,6,6,64.816966155981845,-30.316742846203972,54.582708341879453,-36.582520291540185,0,0
72,59.959386140584414,-33.876987755112474,-1.0285714285714285,-0.014285714285714285,6,6,65.098762095491651,-30.780729562693544,54.820010185677177,-36.973245947531403,0,0
72.5,60.215875892890644,-34.306186944345775,-1.0357142857142856,-0.014285714285714285,6,6,65.377236683709839,-31.246717253861128,55.054515102071448,-37.365656634830422,0,0
73,60.46929341969313,-34.737207238747281,-1.0428571428571429,-0.014285714285714285,6,6,65.652375712809686,-31.714682144925618,55.286211126576575,-37.759732332568944,0,0
73.5,60.719625791581187,-35.170026647579107,-1.05,-0.014285714285714285,6,6,65.924165145145295,-32.184600360228742,55.515086438017086,-38.155452934929471,0,0
74,60.966860236549323,-35.604623088312273,-1.0571428571428572,-0.014285714285714285,6,6,66.192591113967836,-32.656447924453325,55.741129359130809,-38.552798252171222,0,0
74.5,61.21098414064889,-36.040974387753252,-1.0642857142857143,-0.014285714285714285,6,6,66.457639924133076,-33.130200763846389,55.964328357164696,-38.951748011660115,0,0
75,61.451985048631592,-36.479058283175277,-1.0714285714285714,-0.014285714285714285,6,6,66.719298052800013,-33.605834707447443,56.18467204446317,-39.352281858903112,0,0
75.5,61.68985066458503,-36.918852423454261,-1.0785714285714285,-0.014285714285714285,6,6,66.977552150120886,-34.083325488321769,56.402149179049168,-39.754379358586753,0,0
76,61.924568852559993,-37.360334370209046,-1.0857142857142856,-0.014285714285714285,6,6,67.232389039922282,-34.562648744798395,56.616748665197711,-40.158019995619696,0,0
76.5,62.156127637189627,-37.803481598946256,-1.0928571428571427,-0.014285714285714285,6,6,67.483795720377316,-35.043780021713076,56.828459554001945,-40.563183176179436,0,0
77,62.38451520430047,-38.248271500209576,-1.0999999999999999,-0.014285714285714285,6,6,67.731759364669088,-35.526694771656111,57.03727104393186,-40.969848228763041,0,0
77.5,62.609719901515177,-38.694681380733165,-1.1071428571428572,-0.014285714285714285,6,6,67.976267321645054,-36.01136835622458,57.243172481385308,-41.377994405241751,0,0
78,62.831730238847001,-39.14268846459953,-1.1142857142857143,-0.014285714285714285,6,6,68.217307116462464,-36.497776047279487,57.446153361231545,-41.787600881919573,0,0
78.5,63.050534889286105,-39.592269894401589,-1.1214285714285714,-0.014285714285714285,6,6,68.454866451224916,-36.985893028207443,57.646203327347294,-42.198646760595736,0,0
79,63.266122689377355,-40.043402732408808,-1.1285714285714286,-0.014285714285714285,6,6,68.6889332056097,-37.475694395186707,57.843312173145009,-42.611111069630908,0,0
79.5,63.478482639789974,-40.496063961737526,-1.1357142857142857,-0.014285714285714285,6,6,68.919495437486262,-37.967155158457885,58.037469842093692,-43.024972765017168,0,0
80,63.687603905878674,-40.950230487525253,-1.1428571428571428,-0.014285714285714285,6,6,69.146541383525417,-38.46025024359885,58.228666428231932,-43.440210731451657,0,0
80.5,63.893475818236475,-41.405879138108979,-1.1499999999999999,-0.014285714285714285,6,6,69.370059459799606,-38.954954492804035,58.41689217667335,-43.856803783413923,0,0
81,64.096087873239028,-41.862986666207433,-1.157142857142857,-0.014285714285714285,6,6,69.590038262373795,-39.451242666168071,58.602137484104254,-44.274730666246796,0,0
81.5,64.295429733580548,-42.321529750107096,-1.1642857142857141,-0.014285714285714285,6,6,69.806466567887455,-39.949089442973417,58.784392899273641,-44.693970057240776,0,0
82,64.491491228801209,-42.781484994852171,-1.1714285714285715,-0.014285714285714285,6,6,70.019333334127026,-40.448469422982356,58.963649123475392,-45.114500566721986,0,0
82.5,64.684262355805998,-43.242828933438055,-1.1785714285714286,-0.014285714285714285,6,6,70.228627700589371,-40.949357127732746,59.139897011022626,-45.536300739143364,0,0
83,64.873733279375173,-43.705538028008803,-1.1857142857142857,-0.014285714285714285,6,6,70.434338989035908,-41.45172700183813,59.313127569714446,-45.959349054179476,0,0
